"Año","Periodo","Gasolina95","Diesel"
"2020","Semana 21","1.08","0.99"
"2020","Semana 22","1.09","1"
"2020","Semana 23","1.09","1"
"2020","Semana 24","1.1","1.01"
"2020","Semana 25","1.12","1.02"
"2020","Semana 26","1.13","1.03"
"2020","Semana 27","1.15","1.04"
"2020","Semana 28","1.15","1.05"
"2020","Semana 29","1.16","1.06"
"2020","Semana 30","1.16","1.06"
"2020","Semana 31","1.16","1.06"
"2020","Semana 32","1.16","1.06"
"2020","Semana 33","1.16","1.06"
"2020","Semana 34","1.16","1.06"
"2020","Semana 35","1.17","1.06"
"2020","Semana 36","1.17","1.06"
"2020","Semana 37","1.17","1.05"
"2020","Semana 38","1.16","1.04"
"2020","Semana 39","1.16","1.03"
"2020","Semana 40","1.16","1.03"
"2020","Semana 41","1.16","1.03"
"2020","Semana 42","1.16","1.03"
"2020","Semana 43","1.16","1.03"
"2020","Semana 44","1.15","1.03"
"2020","Semana 45","1.15","1.02"
"2020","Semana 46","1.14","1.01"
"2020","Semana 47","1.15","1.02"
"2020","Semana 48","1.16","1.03"
"2020","Semana 49","1.17","1.04"
"2020","Semana 50","1.17","1.05"
"2020","Semana 51","1.18","1.06"
"2020","Semana 52","1.18","1.07"
"2021","Semana 3","1.2","1.09"
"2021","Semana 4","1.22","1.1"
"2021","Semana 5","1.22","1.11"
"2021","Semana 6","1.23","1.11"
"2021","Semana 7","1.24","1.12"
"2021","Semana 8","1.25","1.13"
"2021","Semana 9","1.27","1.15"
"2021","Semana 10","1.28","1.17"
"2021","Semana 11","1.29","1.17"
"2021","Semana 12","1.31","1.19"
"2021","Semana 13","1.32","1.19"
"2021","Semana 14","1.32","1.18"
"2021","Semana 15","1.32","1.18"
"2021","Semana 16","1.32","1.18"
"2021","Semana 17","1.32","1.18"
"2021","Semana 18","1.33","1.18"
"2021","Semana 19","1.33","1.19"
"2021","Semana 20","1.34","1.2"
"2021","Semana 21","1.35","1.21"
"2021","Semana 22","1.35","1.21"
"2021","Semana 23","1.35","1.21"
"2021","Semana 24","1.36","1.22"
"2021","Semana 25","1.37","1.23"
"2021","Semana 26","1.37","1.24"
"2021","Semana 27","1.38","1.25"
"2021","Semana 28","1.39","1.25"
"2021","Semana 29","1.4","1.26"
"2021","Semana 30","1.41","1.27"
"2021","Semana 31","1.41","1.26"
"2021","Semana 32","1.42","1.27"
"2021","Semana 33","1.42","1.27"
"2021","Semana 34","1.42","1.27"
"2021","Semana 35","1.42","1.26"
"2021","Semana 36","1.41","1.26"
"2021","Semana 37","1.42","1.27"
"2021","Semana 38","1.43","1.27"
"2021","Semana 39","1.44","1.28"
"2021","Semana 40","1.44","1.29"
"2021","Semana 41","1.45","1.31"
"2021","Semana 42","1.47","1.34"
"2021","Semana 43","1.48","1.36"
"2021","Semana 44","1.5","1.37"
"2021","Semana 45","1.51","1.38"
"2021","Semana 46","1.51","1.38"
"2021","Semana 47","1.51","1.39"
"2021","Semana 48","1.51","1.38"
"2021","Semana 49","1.51","1.38"
"2021","Semana 50","1.49","1.35"
"2021","Semana 51","1.48","1.35"
"2021","Semana 52","1.48","1.34"
"2022","Semana 2","1.48","1.35"
"2022","Semana 3","1.49","1.36"
"2022","Semana 4","1.5","1.38"
"2022","Semana 5","1.52","1.4"
"2022","Semana 6","1.54","1.42"
"2022","Semana 7","1.56","1.44"
"2022","Semana 8","1.58","1.46"
"2022","Semana 9","1.59","1.48"
"2022","Semana 10","1.61","1.5"
"2022","Semana 11","1.68","1.58"
"2022","Semana 12","1.84","1.82"
"2022","Semana 13","1.81","1.8"
"2022","Semana 14","1.82","1.84"
"2022","Semana 15","1.61","1.65"
"2022","Semana 16","1.59","1.61"
"2022","Semana 18","1.82","1.85"
"2022","Semana 19","1.84","1.87"
"2022","Semana 20","1.88","1.91"
"2022","Semana 21","1.9","1.89"
"2022","Semana 22","1.94","1.87"
"2022","Semana 23","1.97","1.85"
"2022","Semana 24","2.05","1.92"
"2022","Semana 25","2.12","2"
"2022","Semana 26","2.14","2.08"
"2022","Semana 27","2.13","2.1"
"2022","Semana 28","2.11","2.08"
"2022","Semana 29","2.07","2.02"
"2022","Semana 30","2.03","1.97"
"2022","Semana 31","1.95","1.93"
"2022","Semana 32","1.9","1.89"
"2022","Semana 33","1.86","1.85"
"2022","Semana 34","1.8","1.81"
"2022","Semana 35","1.79","1.82"
"2022","Semana 36","1.79","1.88"
"2022","Semana 37","1.78","1.92"
"2022","Semana 38","1.75","1.91"
"2022","Semana 39","1.71","1.87"
"2022","Semana 40","1.68","1.82"
"2022","Semana 41","1.68","1.81"
"2022","Semana 42","1.71","1.86"
"2022","Semana 43","1.76","1.95"
"2022","Semana 44","1.76","1.97"
"2022","Semana 45","1.76","1.97"
"2022","Semana 46","1.77","1.96"
"2022","Semana 47","1.78","1.94"
"2022","Semana 48","1.76","1.87"
"2022","Semana 49","1.73","1.82"
,,,
,,,
"Métrica":"Precio de la gasolina 95"
"Fuente":"Boletín Petrolero de la Unión Europea"
"Clasificación":""
"Unidad":"Euros / litro de gasolina"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
,,,
,,,
"Métrica":"Precio del diésel"
"Fuente":"Boletín Petrolero de la Unión Europea.Ministerio de Sanidad. Servicios Sociales e Igualdad"
"Clasificación":""
"Unidad":"Euros / litro de gasolina"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
,,,
,,,
"Url":"https://www.epdata.es/evolucion-precio-gasolina-diesel-espana/ed822d1e-9d2c-487b-ad94-1b607dc42669"
"Titulo":"Evolución del precio de la gasolina y el diésel en España"
"Subtitulo":""
